scorer,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker,heatmap_tracker
bodyparts,Head,Head,Head,LeftPaw,LeftPaw,LeftPaw,Back,Back,Back
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
96,944.8038330078125,604.041015625,0.00039710139390081167,999.6919555664062,605.308837890625,0.00043332536006346345,1032.4326171875,599.5037841796875,0.0003686239360831678
97,942.1818237304688,604.8330688476562,0.00039583322359248996,998.3527221679688,605.9727783203125,0.0004329958464950323,1031.7056884765625,600.344482421875,0.00037289978354237974
98,896.3539428710938,617.1069946289062,0.00035795330768451095,993.5158081054688,606.688720703125,0.0004349421360529959,1032.9119873046875,599.3292236328125,0.00036997831193730235
99,776.4688110351562,648.1488037109375,0.0002959368866868317,986.8418579101562,608.149169921875,0.000432145461672917,1033.434326171875,599.2842407226562,0.00036971026565879583
100,895.3739624023438,616.5712280273438,0.00035663292510434985,991.1503295898438,607.2779541015625,0.0004326972702983767,1034.033935546875,599.46484375,0.00036869276664219797
101,940.5046997070312,604.6419067382812,0.00039313407614827156,996.2747802734375,605.8028564453125,0.00043215457117184997,1034.1820068359375,598.7391357421875,0.00036949804052710533
102,929.4727172851562,606.9028930664062,0.00038384587969630957,993.5833129882812,606.5303955078125,0.00043524338980205357,1032.79541015625,599.3974609375,0.0003699444932863116
103,937.390869140625,605.4615478515625,0.00039127402123995125,997.4071655273438,605.5765991210938,0.00043201353400945663,1033.305908203125,599.40869140625,0.0003694700135383755
104,945.9439697265625,603.470947265625,0.00039755029138177633,999.2258911132812,605.2341918945312,0.00043412530794739723,1032.70703125,599.140380859375,0.0003703590773511678
105,949.3656005859375,602.8048095703125,0.00040030028321780264,1000.1612548828125,604.9520874023438,0.00043420068686828017,1031.6632080078125,599.0663452148438,0.0003732389013748616
106,953.7353515625,601.8228759765625,0.0004027120303362608,1000.6527709960938,605.4837646484375,0.0004334615368861705,1030.47998046875,600.2030639648438,0.0003719802189152688
107,927.4119262695312,611.5794677734375,0.00037845171755179763,985.1267700195312,609.711669921875,0.00042872020276263356,1021.8611450195312,602.1223754882812,0.0003762209671549499
108,272.9653625488281,884.4576416015625,0.9952516555786133,616.0770263671875,768.1858520507812,0.00018178383470512927,1010.9862060546875,606.6906127929688,0.0003757822560146451
109,273.0322570800781,890.0657348632812,0.9999640583992004,347.1277160644531,895.1156616210938,0.03201521188020706,1010.6669311523438,607.7877807617188,0.00037563018850050867
110,272.5382995605469,893.433349609375,0.9999733567237854,403.0362243652344,872.1861572265625,0.000224681367399171,1011.9068603515625,606.8956909179688,0.00037569671985693276
111,275.95220947265625,888.6480102539062,0.9998382329940796,345.0292053222656,898.3140258789062,0.08024153113365173,1007.7039184570312,608.482177734375,0.00038227761979214847
112,280.32586669921875,887.661376953125,0.9988768696784973,365.18048095703125,889.6236572265625,0.02706565149128437,1009.34521484375,608.0579833984375,0.00038383016362786293
113,325.1628112792969,886.7071533203125,0.9990367293357849,457.857177734375,851.7691650390625,8.127793262246996e-05,1011.0798950195312,607.3594360351562,0.00037532614078372717
114,338.0163879394531,890.1829223632812,0.9998643398284912,415.0986633300781,886.8529663085938,0.0023487149737775326,1007.7493896484375,608.6115112304688,0.0003826442698482424
115,345.4085388183594,890.643798828125,0.9995456337928772,384.59197998046875,904.2649536132812,0.4878101348876953,1012.18505859375,607.5986328125,0.00037600426003336906
116,361.4474792480469,894.1705322265625,0.9885798096656799,428.7712097167969,887.2623291015625,0.0006257920758798718,1012.1350708007812,607.5733032226562,0.0003750599571503699
117,376.1236877441406,896.057373046875,0.9958028793334961,541.7062377929688,832.8275146484375,9.784585563465953e-05,1010.91015625,608.3238525390625,0.0003761363332159817
118,377.4257507324219,895.3082275390625,0.997349739074707,462.7955322265625,871.7672119140625,7.287379412446171e-05,1011.855712890625,608.1226196289062,0.0003758530947379768
119,378.8587341308594,894.5656127929688,0.9980409741401672,448.33868408203125,878.1947631835938,9.33364499360323e-05,1013.4524536132812,607.1854248046875,0.00037664533010683954
120,381.0959167480469,894.2981567382812,0.9963028430938721,434.2099304199219,884.9671020507812,0.00030763266840949655,1015.1206665039062,606.4522094726562,0.0003760552208404988
121,380.7109069824219,894.3240356445312,0.9910115599632263,596.3980712890625,803.637451171875,0.00013793566904496402,1016.8424072265625,606.6179809570312,0.0003777595702558756
122,373.57366943359375,893.8277587890625,0.9217547178268433,796.405029296875,703.3038940429688,0.00024664559168741107,1016.2584838867188,605.8289794921875,0.00037689792225137353
123,369.039306640625,891.8925170898438,0.9247725605964661,832.8650512695312,684.2034301757812,0.0002797915949486196,1012.794189453125,605.9157104492188,0.0003774238866753876
124,535.9338989257812,791.0595092773438,0.00011562809231691062,979.8565673828125,613.2005615234375,0.00042197719449177384,1014.8894653320312,604.4947509765625,0.0003804523730650544
125,794.2783813476562,668.7212524414062,0.0002881383406929672,984.162841796875,610.9157104492188,0.0004257925320416689,1013.4519653320312,604.2032470703125,0.000380467448849231
126,437.3929748535156,823.5010986328125,0.00042388553265482187,979.6679077148438,612.8314819335938,0.0004212654021102935,1013.0347900390625,604.4744873046875,0.00037879287265241146
127,930.436767578125,611.7570190429688,0.000377519812900573,989.2155151367188,609.6937255859375,0.0004290842334739864,1017.3328247070312,603.9359130859375,0.00037358416011556983
128,950.3132934570312,603.3306884765625,0.00039811842725612223,993.2064208984375,608.2899169921875,0.00043199368519708514,1020.1299438476562,602.8233642578125,0.00037383867311291397
129,945.7946166992188,604.7888793945312,0.00039308046689257026,991.4164428710938,608.8534545898438,0.000430280837463215,1021.676513671875,602.7352294921875,0.0003747266891878098
130,536.037109375,761.5400390625,0.020424894988536835,965.966064453125,616.9047241210938,0.0003966704534832388,1017.1029663085938,603.7564697265625,0.0003802430583164096
131,506.9055480957031,780.8435668945312,0.9693947434425354,897.3458251953125,644.2737426757812,0.0002779555507004261,1014.37890625,603.4876098632812,0.0003786671150010079
132,521.8333740234375,812.705810546875,0.9938814043998718,557.4446411132812,838.4066162109375,0.5757333636283875,1001.7330932617188,605.8543090820312,0.00038765021599829197
133,562.8761596679688,849.06396484375,0.9334028959274292,611.3609619140625,829.6033325195312,0.021907148882746696,1003.8717651367188,605.8514404296875,0.0003809552872553468
134,578.0242309570312,828.2528076171875,0.8738807439804077,641.1741943359375,820.0941162109375,0.0032004876993596554,993.4951782226562,605.96044921875,0.00039087541517801583
135,630.498291015625,819.3162231445312,0.9998994469642639,635.982177734375,836.2481079101562,0.7104088068008423,335.6388854980469,677.83984375,0.40810006856918335
136,638.2424926757812,818.9694213867188,0.99997878074646,649.5662841796875,835.0584106445312,0.6344672441482544,320.2220153808594,673.8927612304688,0.9190410375595093
137,650.16650390625,798.7464599609375,0.18464230000972748,883.9652709960938,653.1531372070312,0.00026985714794136584,312.76837158203125,673.7791137695312,0.9780614972114563
138,698.1199951171875,776.3817138671875,0.9368084073066711,893.3174438476562,630.6884765625,0.0002992799854837358,315.88128662109375,673.3404541015625,0.9980753660202026
139,749.0564575195312,777.5804443359375,0.9855523109436035,858.5399780273438,635.2559814453125,0.000288201350485906,323.7466125488281,672.1519165039062,0.9991315603256226
140,754.98583984375,781.148193359375,0.9987016916275024,825.8101196289062,693.076171875,0.00023452687310054898,337.08526611328125,671.1995849609375,0.9989544153213501
141,764.5384521484375,781.6251220703125,0.9865411520004272,815.0034790039062,723.8074951171875,0.00021579333406407386,341.5895690917969,670.8440551757812,0.9988697171211243
142,820.8289794921875,781.4573974609375,0.9997353553771973,834.1869506835938,722.1974487304688,0.0002493122301530093,346.9446105957031,669.1754150390625,0.9999132752418518
143,859.2709350585938,817.048583984375,0.984196126461029,863.9783325195312,844.1153564453125,0.7431144118309021,359.1204833984375,655.3251953125,0.9968403577804565
144,874.7828369140625,824.423583984375,0.9999992847442627,875.5537109375,846.7918701171875,0.860562264919281,385.4134216308594,632.7899780273438,0.9906858205795288
145,876.9801025390625,823.7882690429688,0.9998853802680969,878.9788818359375,846.18701171875,0.8178493976593018,421.670166015625,615.120361328125,0.9753761887550354
146,878.53515625,818.0534057617188,0.9999932646751404,881.3582763671875,841.2144775390625,0.6867647171020508,437.4493713378906,610.1160888671875,0.9766552448272705
147,878.8545532226562,813.12548828125,0.9976474642753601,884.21533203125,821.7770385742188,0.19842322170734406,452.5105895996094,619.4249877929688,0.9908862709999084
148,880.2933959960938,774.6597900390625,0.9463086128234863,926.0343627929688,664.8920288085938,0.00022049524704925716,472.0609436035156,629.7110595703125,0.994268536567688
149,916.2294311523438,765.1292724609375,0.41567760705947876,939.5855712890625,712.1696166992188,0.00017642765305936337,481.0260009765625,638.6493530273438,0.9691752195358276
150,932.66650390625,772.007568359375,0.9359283447265625,942.5562133789062,690.7860717773438,0.00018156491569243371,492.5050964355469,630.82373046875,0.9994669556617737
151,927.7282104492188,776.5791015625,0.917976438999176,866.718505859375,669.1463623046875,0.00019303799490444362,500.7788391113281,622.1900024414062,0.9995454549789429
152,938.6799926757812,774.9521484375,0.9276710748672485,801.25341796875,650.7135009765625,0.00016472552670165896,505.7100524902344,618.2706909179688,0.9995977282524109
153,996.75,742.0252685546875,0.9946212768554688,875.2156982421875,698.562255859375,8.11195423011668e-05,513.2242431640625,614.958251953125,0.9980610609054565
154,998.682373046875,740.451904296875,0.9999197721481323,1012.2969970703125,760.6609497070312,0.30938199162483215,515.2169799804688,613.8558959960938,0.9991520643234253
155,1001.4052124023438,740.5538330078125,0.9974024295806885,997.5879516601562,747.96484375,0.009870114736258984,520.6324462890625,616.96484375,0.9998326301574707
156,1004.6331787109375,741.8327026367188,0.9986588358879089,978.5040283203125,715.6157836914062,0.00019660789985209703,534.0620727539062,621.469970703125,0.9997137784957886
157,1008.9306640625,743.8842163085938,0.9687290787696838,982.4169311523438,691.67626953125,0.00021921831648796797,555.2244873046875,622.3941040039062,0.9871989488601685
158,1009.1686401367188,742.6220703125,0.9685127139091492,984.9216918945312,678.9837646484375,0.000244667986407876,592.3557739257812,618.7451782226562,0.9729039669036865
159,1010.4815673828125,743.1948852539062,0.9825726747512817,980.230224609375,669.878173828125,0.00023910017625894397,594.2169799804688,618.7068481445312,0.9860155582427979
160,1008.9319458007812,742.2962646484375,0.9795323014259338,991.66650390625,682.8026123046875,0.00026882035308517516,595.45263671875,621.78466796875,0.9473276138305664
161,1010.9151611328125,742.7326049804688,0.9905293583869934,998.1253662109375,685.7127075195312,0.00027574546402320266,623.9183959960938,624.3865966796875,0.8859439492225647
162,1014.4883422851562,742.8491821289062,0.9440072774887085,995.7041625976562,678.2002563476562,0.0002834879560396075,634.616455078125,627.9969482421875,0.9596805572509766
163,1022.9729614257812,743.6455078125,0.8176582455635071,1005.5660400390625,684.5424194335938,0.0002833075704984367,646.1074829101562,633.7779541015625,0.9477627277374268
164,1037.6259765625,744.2003173828125,0.8345268964767456,993.2459106445312,667.932373046875,0.0002644717460498214,651.52099609375,630.0422973632812,0.9957504272460938
165,1045.59423828125,747.41650390625,0.8565792441368103,987.7511596679688,662.1815185546875,0.00024339780793525279,650.3304443359375,629.5803833007812,0.9976779222488403
166,1037.4658203125,747.1914672851562,0.6886573433876038,996.3650512695312,677.2808837890625,0.00022119248751550913,651.5772705078125,629.5211181640625,0.9967541694641113
167,1017.6742553710938,753.9288330078125,0.5918622612953186,1003.2401123046875,690.749267578125,0.00020670535741373897,652.0457763671875,627.6163330078125,0.9916400909423828
168,1016.9849853515625,755.9634399414062,0.5247340798377991,994.0101928710938,677.9918823242188,0.00021426963212434202,653.59814453125,625.1441040039062,0.9918441772460938
169,1005.0609130859375,775.21630859375,0.9750416278839111,984.0262451171875,673.69580078125,0.00022139550128486007,657.4879150390625,625.5859985351562,0.9989555478096008
170,1006.1215209960938,776.0057983398438,0.9585696458816528,978.9681396484375,666.9153442382812,0.00023049439187161624,660.4222412109375,627.243408203125,0.9969810843467712
