,Head,LeftPaw,Back
0,,,
1,0.025413062423467636,0.15331175923347473,0.14476633071899414
2,0.02987133152782917,0.36175185441970825,0.5206149220466614
3,0.04953426867723465,0.14474591612815857,0.4434422552585602
4,0.012149675749242306,0.08568407595157623,0.22231681644916534
5,0.08237966895103455,0.0438200980424881,0.20736239850521088
6,0.06304411590099335,0.44888967275619507,0.8451507091522217
7,0.057332124561071396,0.28883084654808044,0.603621244430542
8,0.06875801831483841,0.30986979603767395,0.27412858605384827
9,0.05315250903367996,0.23462799191474915,0.4124954342842102
10,0.053079746663570404,0.23607300221920013,0.764161229133606
11,0.11671608686447144,3.5173070430755615,5.047721862792969
12,0.8436111211776733,1.5867817401885986,0.7195950150489807
13,0.8450044393539429,1.7188912630081177,3.5995941162109375
14,1.6276675462722778,1.9950811862945557,11.014852523803711
15,0.04921909049153328,2.878441333770752,2.9083759784698486
16,0.052506767213344574,1.3797091245651245,7.21362829208374
17,1.4716202020645142,1.745324730873108,3.883587121963501
18,0.27421048283576965,3.7866528034210205,6.370903968811035
19,0.15338309109210968,3.206118106842041,4.385456085205078
20,0.4410800337791443,3.899404287338257,5.8047895431518555
21,8.764567375183105,6.255777835845947,1.2281932830810547
22,9.093243598937988,10.680814743041992,5.646934986114502
23,0.18056361377239227,0.14718598127365112,0.4921528697013855
24,0.02370176650583744,0.6685339212417603,0.809860348701477
25,0.2220585197210312,0.8792847990989685,0.5763011574745178
26,0.02168191783130169,0.2976689338684082,0.5542528033256531
27,0.03825151547789574,0.286212295293808,0.5226013660430908
28,0.018392760306596756,0.3477131128311157,0.53221595287323
29,0.020460983738303185,0.566116213798523,0.951977550983429
30,0.023257918655872345,0.1829851120710373,0.28396570682525635
31,0.03218955174088478,0.3044436573982239,0.5450010895729065
32,0.014079158194363117,0.3588438630104065,0.7449894547462463
33,0.025562001392245293,0.29584893584251404,0.7135983109474182
34,0.05750810727477074,0.24770504236221313,0.47230494022369385
35,0.01949038915336132,0.2903388440608978,0.23892450332641602
36,0.021381914615631104,0.3607890009880066,0.3345969617366791
37,0.02269851416349411,0.14357280731201172,0.1320762038230896
38,0.11158623546361923,0.4446186125278473,0.473673552274704
39,0.07036006450653076,0.4430149495601654,0.479126900434494
40,0.019553838297724724,0.09079539030790329,0.08199366182088852
41,0.034340180456638336,0.19382567703723907,0.3549749553203583
42,0.029249662533402443,0.12992699444293976,0.303484708070755
43,0.005910333711653948,0.28160256147384644,0.3630439341068268
44,0.0288383848965168,0.07757434248924255,0.10413628071546555
45,0.029339822009205818,0.24204210937023163,0.3532867729663849
46,0.0016434218268841505,0.29073068499565125,0.49975165724754333
47,0.030369820073246956,0.2220904678106308,0.500540554523468
48,0.02248116210103035,0.10292290151119232,0.35584741830825806
49,0.019709063693881035,0.2580679655075073,0.5248794555664062
50,0.054777685552835464,0.14877738058567047,0.3664723336696625
51,0.05270625278353691,0.27005717158317566,0.49985867738723755
52,0.035457853227853775,0.42792272567749023,0.7428870797157288
53,0.041699521243572235,0.4597456157207489,0.5825557708740234
54,0.051458969712257385,0.3579811453819275,0.5410616993904114
55,0.08511034399271011,0.29902374744415283,0.33071425557136536
56,0.0992731899023056,0.5289199352264404,0.7164127826690674
57,0.08475787937641144,0.39850756525993347,0.4439453184604645
58,0.07125825434923172,0.1045525074005127,0.24330683052539825
59,0.06395936757326126,0.19079969823360443,0.47315192222595215
60,0.10916507244110107,0.5394963622093201,0.844375729560852
61,0.029134491458535194,0.3435024917125702,0.6313076019287109
62,0.03424001485109329,0.25195756554603577,0.6689580082893372
63,0.036517441272735596,0.4339114725589752,0.8777835369110107
64,0.02837773784995079,0.037118710577487946,0.09190467745065689
65,0.06032487750053406,0.32106003165245056,0.5144401788711548
66,0.023651419207453728,0.0958404541015625,0.11236756294965744
67,0.03877236321568489,0.1312430500984192,0.1812945157289505
68,0.012830309569835663,0.23454274237155914,0.5544294714927673
69,0.047366153448820114,0.28483644127845764,0.2231937050819397
70,0.09046690911054611,0.7257512807846069,1.1838574409484863
71,0.08111994713544846,0.6943422555923462,1.1422194242477417
